             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
            168696 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168697 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168698 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168699 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168700 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168701 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168702 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168703 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168704 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168705 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168706 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168707 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168708 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168709 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168710 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168711 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168712 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168713 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168714 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168715 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168716 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168717 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168718 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168719 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168720 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168721 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168722 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168723 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168724 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168725 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168726 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168727 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168728 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168729 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168730 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168731 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168732 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168733 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168734 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168735 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168736 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168737 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168738 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168739 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168740 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168741 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168742 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168743 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168744 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168745 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168746 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168747 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168748 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168749 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168750 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168751 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168758 slurm_hpc   run.sh   cdroin PD       0:00      1 (Priority)
            168767 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168768 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168769 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168770 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168771 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168772 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168773 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168774 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168775 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168776 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168777 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168778 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168779 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168780 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168781 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168782 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168783 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168784 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168785 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168786 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168787 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168788 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168789 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168790 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168791 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168792 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168793 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168794 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168795 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168796 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168797 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168798 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168799 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168800 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168801 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168802 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168803 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168804 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168805 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168806 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168807 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168808 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168809 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168810 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168811 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168812 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168813 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168814 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168815 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168816 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168817 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168818 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168819 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168820 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168821 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168822 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168823 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168824 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168825 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168826 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            162064 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Resources)
            168966 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168965 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168964 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168963 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168962 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168961 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168960 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168959 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168958 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168957 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168956 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168955 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168954 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168953 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168952 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168951 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168950 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168949 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168948 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168947 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168946 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168945 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168944 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168943 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168942 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168941 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168940 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168939 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168938 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168937 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168936 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168935 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168934 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168933 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168932 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168931 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168930 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168929 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168928 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168927 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168926 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168925 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168924 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168923 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168922 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168921 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168920 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168919 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168918 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168917 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168916 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168915 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168914 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168913 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168912 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168911 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168910 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168909 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168908 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168907 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168906 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168905 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168904 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168903 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168902 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168901 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168900 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168899 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168898 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168897 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168896 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168895 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168894 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168893 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168892 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168891 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168890 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168889 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168888 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168887 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168886 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168885 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168884 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168883 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168882 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168881 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168880 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168879 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168878 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168877 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168876 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168875 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168874 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168873 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168872 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168871 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168870 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168869 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168868 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168867 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168866 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168865 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168864 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168863 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168862 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168861 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168860 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168859 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168858 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168857 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168856 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168855 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168854 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168853 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168852 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168851 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168850 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168849 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168848 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168847 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168846 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168845 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168844 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168843 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168842 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168841 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168840 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168839 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168838 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168837 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168836 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168835 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168834 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168833 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168832 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168831 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168830 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168829 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168828 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168827 slurm_hpc slurm_jo pkicsiny PD       0:00      1 (Priority)
            168313 slurm_hpc   run.sh   cdroin  R       1:37      1 hpc-201-11-03-a
            168314 slurm_hpc   run.sh   cdroin  R       1:37      1 hpc-201-11-03-a
            168312 slurm_hpc   run.sh   cdroin  R       3:35      1 hpc-201-11-03-a
            168311 slurm_hpc   run.sh   cdroin  R       4:35      1 hpc-201-11-20-a
            168310 slurm_hpc   run.sh   cdroin  R       5:05      1 hpc-201-11-03-a
            168309 slurm_hpc   run.sh   cdroin  R       5:35      1 hpc-201-11-03-a
            168308 slurm_hpc   run.sh   cdroin  R       9:07      1 hpc-201-11-04-b
            168307 slurm_hpc   run.sh   cdroin  R       9:37      1 hpc-201-11-07-3
            168306 slurm_hpc   run.sh   cdroin  R      10:07      1 hpc-201-11-04-b
            168305 slurm_hpc   run.sh   cdroin  R      17:30      1 hpc-201-11-21-b
            168304 slurm_hpc   run.sh   cdroin  R      18:31      1 hpc-201-11-03-a
            168303 slurm_hpc   run.sh   cdroin  R      19:01      1 hpc-201-11-02-b
            168302 slurm_hpc   run.sh   cdroin  R      21:01      1 hpc-201-11-17-b
            168301 slurm_hpc   run.sh   cdroin  R      22:32      1 hpc-201-11-02-b
            168300 slurm_hpc   run.sh   cdroin  R      24:03      1 hpc-201-11-04-b
            168299 slurm_hpc   run.sh   cdroin  R      25:03      1 hpc-201-11-04-b
            168298 slurm_hpc   run.sh   cdroin  R      26:34      1 hpc-201-11-19-b
            168297 slurm_hpc   run.sh   cdroin  R      30:05      1 hpc-201-11-03-a
            168296 slurm_hpc   run.sh   cdroin  R      31:05      1 hpc-201-11-21-a
            168295 slurm_hpc   run.sh   cdroin  R      33:06      1 hpc-201-11-03-b
            168292 slurm_hpc   run.sh   cdroin  R      33:36      1 hpc-201-11-01-a
            168293 slurm_hpc   run.sh   cdroin  R      33:36      1 hpc-201-11-04-b
            168294 slurm_hpc   run.sh   cdroin  R      33:36      1 hpc-201-11-21-b
            168291 slurm_hpc   run.sh   cdroin  R      35:37      1 hpc-201-11-02-a
            168290 slurm_hpc   run.sh   cdroin  R      36:07      1 hpc-201-11-04-a
            168289 slurm_hpc   run.sh   cdroin  R      37:38      1 hpc-201-11-03-a
            168287 slurm_hpc   run.sh   cdroin  R      42:38      1 hpc-201-11-03-b
            168288 slurm_hpc   run.sh   cdroin  R      42:38      1 hpc-201-11-04-b
            168285 slurm_hpc   run.sh   cdroin  R      43:09      1 hpc-201-11-03-a
            168286 slurm_hpc   run.sh   cdroin  R      43:09      1 hpc-201-11-07-3
            168284 slurm_hpc   run.sh   cdroin  R      43:39      1 hpc-201-11-03-b
            168283 slurm_hpc   run.sh   cdroin  R      45:37      1 hpc-201-11-07-1
            168282 slurm_hpc   run.sh   cdroin  R      47:38      1 hpc-201-11-02-a
            168281 slurm_hpc   run.sh   cdroin  R      50:38      1 hpc-201-11-01-a
            168280 slurm_hpc   run.sh   cdroin  R      52:32      1 hpc-201-11-04-a
            168279 slurm_hpc   run.sh   cdroin  R      55:50      1 hpc-201-11-07-3
            168278 slurm_hpc   run.sh   cdroin  R    1:00:52      1 hpc-201-11-21-b
            168276 slurm_hpc   run.sh   cdroin  R    1:01:52      1 hpc-201-11-02-a
            168277 slurm_hpc   run.sh   cdroin  R    1:01:52      1 hpc-201-11-04-b
            168273 slurm_hpc   run.sh   cdroin  R    1:02:22      1 hpc-201-11-02-b
            168274 slurm_hpc   run.sh   cdroin  R    1:02:22      1 hpc-201-11-03-b
            168275 slurm_hpc   run.sh   cdroin  R    1:02:22      1 hpc-201-11-17-b
            168272 slurm_hpc   run.sh   cdroin  R    1:02:53      1 hpc-201-11-04-a
            168271 slurm_hpc   run.sh   cdroin  R    1:04:23      1 hpc-201-11-03-a
            168270 slurm_hpc   run.sh   cdroin  R    1:04:53      1 hpc-201-11-18-a
            168269 slurm_hpc   run.sh   cdroin  R    1:06:54      1 hpc-201-11-02-a
            168268 slurm_hpc   run.sh   cdroin  R    1:07:24      1 hpc-201-11-17-b
            168267 slurm_hpc   run.sh   cdroin  R    1:10:38      1 hpc-201-11-07-1
            168266 slurm_hpc   run.sh   cdroin  R    1:15:08      1 hpc-201-11-02-b
            168265 slurm_hpc   run.sh   cdroin  R    1:19:11      1 hpc-201-11-20-a
            168264 slurm_hpc   run.sh   cdroin  R    1:22:59      1 hpc-201-11-07-1
            168263 slurm_hpc   run.sh   cdroin  R    1:23:59      1 hpc-201-11-03-a
            168262 slurm_hpc   run.sh   cdroin  R    1:27:30      1 hpc-201-11-04-b
            168261 slurm_hpc   run.sh   cdroin  R    1:30:01      1 hpc-201-11-02-b
            168259 slurm_hpc   run.sh   cdroin  R    1:31:02      1 hpc-201-11-21-a
            168260 slurm_hpc   run.sh   cdroin  R    1:31:02      1 hpc-201-11-21-b
            168258 slurm_hpc   run.sh   cdroin  R    1:32:02      1 hpc-201-11-07-1
            168257 slurm_hpc   run.sh   cdroin  R    1:32:32      1 hpc-201-11-02-a
            168256 slurm_hpc   run.sh   cdroin  R    1:34:33      1 hpc-201-11-21-b
            168254 slurm_hpc   run.sh   cdroin  R    1:40:03      1 hpc-201-11-07-3
            168255 slurm_hpc   run.sh   cdroin  R    1:40:03      1 hpc-201-11-07-3
            168253 slurm_hpc   run.sh   cdroin  R    1:44:32      1 hpc-201-11-17-b
            168252 slurm_hpc   run.sh   cdroin  R    1:47:08      1 hpc-201-11-07-3
            168251 slurm_hpc   run.sh   cdroin  R    1:53:00      1 hpc-201-11-22-a
            168250 slurm_hpc   run.sh   cdroin  R    1:54:30      1 hpc-201-11-07-3
            168248 slurm_hpc   run.sh   cdroin  R    1:55:30      1 hpc-201-11-07-3
            168249 slurm_hpc   run.sh   cdroin  R    1:55:30      1 hpc-201-11-19-b
            168245 slurm_hpc   run.sh   cdroin  R    1:56:31      1 hpc-201-11-02-b
            168246 slurm_hpc   run.sh   cdroin  R    1:56:31      1 hpc-201-11-07-1
            168247 slurm_hpc   run.sh   cdroin  R    1:56:31      1 hpc-201-11-17-a
            168244 slurm_hpc   run.sh   cdroin  R    1:58:01      1 hpc-201-11-02-b
            168243 slurm_hpc   run.sh   cdroin  R    1:58:32      1 hpc-201-11-07-1
            168242 slurm_hpc   run.sh   cdroin  R    2:00:32      1 hpc-201-11-03-a
            168238 slurm_hpc   run.sh   cdroin  R    2:01:03      1 hpc-201-11-07-3
            168239 slurm_hpc   run.sh   cdroin  R    2:01:03      1 hpc-201-11-07-1
            168240 slurm_hpc   run.sh   cdroin  R    2:01:03      1 hpc-201-11-07-1
            168241 slurm_hpc   run.sh   cdroin  R    2:01:03      1 hpc-201-11-07-1
            168236 slurm_hpc   run.sh   cdroin  R    2:03:03      1 hpc-201-11-07-1
            168237 slurm_hpc   run.sh   cdroin  R    2:03:03      1 hpc-201-11-07-3
            168235 slurm_hpc   run.sh   cdroin  R    2:04:04      1 hpc-201-11-07-3
            168234 slurm_hpc   run.sh   cdroin  R    2:04:34      1 hpc-201-11-07-3
            168233 slurm_hpc   run.sh   cdroin  R    2:06:37      1 hpc-201-11-20-b
            168232 slurm_hpc   run.sh   cdroin  R    2:07:37      1 hpc-201-11-02-a
            168231 slurm_hpc   run.sh   cdroin  R    2:08:07      1 hpc-201-11-20-a
            168230 slurm_hpc   run.sh   cdroin  R    2:10:08      1 hpc-201-11-04-a
            168229 slurm_hpc   run.sh   cdroin  R    2:10:38      1 hpc-201-11-07-1
            168228 slurm_hpc   run.sh   cdroin  R    2:13:32      1 hpc-201-11-07-3
            168226 slurm_hpc   run.sh   cdroin  R    2:14:03      1 hpc-201-11-07-1
            168227 slurm_hpc   run.sh   cdroin  R    2:14:03      1 hpc-201-11-07-1
            168225 slurm_hpc   run.sh   cdroin  R    2:14:33      1 hpc-201-11-02-b
            168224 slurm_hpc   run.sh   cdroin  R    2:20:09      1 hpc-201-11-04-b
            168203 slurm_hpc   run.sh   cdroin  R    3:01:07      1 hpc-201-11-02-a
            168204 slurm_hpc   run.sh   cdroin  R    3:01:07      1 hpc-201-11-03-b
            168202 slurm_hpc   run.sh   cdroin  R    3:02:38      1 hpc-201-11-01-a
            168199 slurm_hpc   run.sh   cdroin  R    3:10:50      1 hpc-201-11-04-b
            168198 slurm_hpc   run.sh   cdroin  R    3:12:21      1 hpc-201-11-03-a
            168196 slurm_hpc   run.sh   cdroin  R    3:16:39      1 hpc-201-11-04-b
            168194 slurm_hpc   run.sh   cdroin  R    3:22:18      1 hpc-201-11-02-b
